Oui	INT	oui
faut	VER:pres	falloir
ouvrir	VER:infi	ouvrir
toute	PRO:IND	tout
mon	DET:POS	mon
âme	NOM	âme
,	PUN	,
Mon	NAM	Mon
orgueil	NOM	orgueil
jusqu'	PRP	jusque
ici	ADV	ici
s'	PRO:PER	se
est	VER:pres	être
immolé	VER:pper	immoler
ma	DET:POS	mon
flamme	NOM	flamme
,	PUN	,
Mais	NAM	Mais
quand	KON	quand
d'	PRP	de
Eucherius	NAM	Eucherius
j'	PRO:PER	je
ai	VER:pres	avoir
creusé	VER:pper	creuser
le	DET:ART	le
cercueil	NOM	cercueil
Je	PRO:PER	je
dois	VER:pres	devoir
à	PRP	à
mon	DET:POS	mon
amour	NOM	amour
immoler	VER:infi	immoler
mon	DET:POS	mon
orgueil	NOM	orgueil
.	SENT	.
Ce	PRO:DEM	ce
héros	NOM	héro|héros
dont	PRO:REL	dont
toujours	ADV	toujours
la	DET:ART	le
vertu	NOM	vertu
m'	PRO:PER	me
a	VER:pres	avoir
charmée	VER:pper	charmer
,	PUN	,
N'	NAM	N'
eut	VER:simp	avoir
point	ADV	point
été	VER:pper	être
suspect	ADJ	suspect
s'	KON	si
il	PRO:PER	il
ne	ADV	ne
m'	PRO:PER	me
eut	VER:simp	avoir
pas	ADV	pas
aimée	VER:pper	aimer
,	PUN	,
Et	VER:ppre	Et
l'	DET:ART	le
injuste	ADJ	injuste
refus	NOM	refus
d'	PRP	de
avouer	VER:infi	avouer
son	DET:POS	son
amour	NOM	amour
A	PRP	à
causé	VER:pper	causer
l'	DET:ART	le
accident	NOM	accident
qui	PRO:REL	qui
le	PRO:PER	le
prive	VER:pres	priver
du	PRP:det	du
jour	NOM	jour
.	SENT	.
Je	PRO:PER	je
l'	PRO:PER	la|le
aimais	VER:impf	aimer
toutefois	ADV	toutefois
,	PUN	,
mais	KON	mais
de	PRP	de
cette	PRO:DEM	ce
victoire	NOM	victoire
Ma	VER:futu	Ma
jalouse	ADJ	jaloux
fierté	NOM	fierté
lui	PRO:PER	lui
dérobait	VER:impf	dérober
la	DET:ART	le
gloire	NOM	gloire
.	SENT	.
Je	PRO:PER	je
le	PRO:PER	le
voulais	VER:impf	vouloir
au	PRP:det	au
trône	NOM	trône
,	PUN	,
et	KON	et
l'	DET:ART	le
ardeur	NOM	ardeur
de	PRP	de
régner	VER:infi	régner
M'	NAM	M'
offrait	VER:impf	offrir
dans	PRP	dans
ce	PRO:DEM	ce
défaut	NOM	défaut
de	PRP	de
quoi	PRO:REL	quoi
le	PRO:PER	le
dédaigner	VER:infi	dédaigner
.	SENT	.
Ces	PRO:DEM	ce
dédains	NOM	dédain
affectez	VER:pres	affecter
ne	ADV	ne
cherchaient	VER:impf	chercher
qu'	ADV	qu'
à	PRP	à
vous	PRO:PER	vous
dire	VER:infi	dire
Qu'	NOM	Qu'
il	PRO:PER	il
aurait	VER:cond	avoir
su	VER:pper	savoir
me	PRO:PER	me
plaire	VER:infi	plaire
en	PRP	en
partageant	VER:ppre	partager
l'	DET:ART	le
empire	NOM	empire
,	PUN	,
Et	VER:subi	Et
j'	PRO:PER	je
osais	VER:impf	oser
me	PRO:PER	me
flatter	VER:infi	flatter
que	KON	que
pour	PRP	pour
prix	NOM	prix
de	PRP	de
sa	DET:POS	son
foi	NOM	foi
Vous	ADJ	Vous
le	PRO:PER	le
sauriez	VER:cond	savoir
par	PRP	par
là	ADV	là
rendre	VER:infi	rendre
digne	ADJ	digne
de	PRP	de
moi	PRO:PER	moi
.	SENT	.
Enfin	ADV	enfin
il	PRO:PER	il
ne	ADV	ne
vit	VER:pres	vivre
plus	ADV	plus
,	PUN	,
et	KON	et
de	PRP	de
mon	DET:POS	mon
arrogance	NOM	arrogance
Je	PRO:PER	je
dois	VER:pres	devoir
à	PRP	à
sa	DET:POS	son
chère	NOM	chère
ombre	VER:pres	ombrer
une	DET:ART	un
pleine	ADJ	plein
vengeance	NOM	vengeance
.	SENT	.
D'	PRP	de
un	DET:ART	un
trop	ADV	trop
superbe	ADJ	superbe
espoir	NOM	espoir
le	DET:ART	le
succès	NOM	succès
décevant	ADJ	décevant
Veut	VER:pres	vouloir
qu'	KON	que
il	PRO:PER	il
obtienne	VER:subp	obtenir
mort	VER:pper	mourir
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
n'	ADV	ne
a	VER:pres	avoir
pu	VER:pper	pouvoir
vivant	NOM	vivant
,	PUN	,
Qu'	NOM	Qu'
avec	PRP	avec
éclat	NOM	éclat
pour	KON	pour
lui	PRO:PER	lui
mon	DET:POS	mon
coeur	NOM	cœur
toujours	ADV	toujours
s'	PRO:PER	se
explique	VER:pres	expliquer
,	PUN	,
Qu'	NAM	Qu'
ainsi	KON	ainsi
que	KON	que
mon	DET:POS	mon
orgueil	NOM	orgueil
ma	DET:POS	mon
flamme	NOM	flamme
soit	KON	soit
publique	ADJ	publique
,	PUN	,
Et	NOM	Et
qu'	KON	que
au	PRP:det	au
moins	ADV	moins
devant	PRP	devant
tous	PRO:IND	tout
dans	PRP	dans
mes	DET:POS	mon
vives	ADJ	vif
douleurs	NOM	douleur
,	PUN	,
Ne	VER:ppre	Ne
pouvant	VER:ppre	pouvoir
rien	ADV	rien
de	PRP	de
plus	ADV	plus
,	PUN	,
je	PRO:PER	je
lui	PRO:PER	lui
donne	VER:pres	donner
des	PRP:det	du
pleurs	NOM	pleur|pleurs
.	SENT	.
Et	KON	et
bien	ADV	bien
,	PUN	,
du	PRP:det	du
sort	NOM	sort
enfin	ADV	enfin
la	DET:ART	le
rage	NOM	rage
est	VER:pres	être
assouvie	VER:pper	assouvir
,	PUN	,
Ton	VER:simp	Ton
fils	NOM	fil|fils
est	VER:pres	être
innocent	ADJ	innocent
,	PUN	,
mais	KON	mais
ton	DET:POS	ton
fils	NOM	fil|fils
est	VER:pres	être
sans	PRP	sans
vie	NOM	vie
,	PUN	,
Et	NAM	Et
je	PRO:PER	je
tremble	VER:pres	trembler
à	PRP	à
t'	PRO:PER	te
ouïr	VER:infi	ouïr
tout	ADV	tout
bas	ADV	bas
me	PRO:PER	me
reprocher	VER:infi	reprocher
,	PUN	,
Que	NAM	Que
si	KON	si
je	PRO:PER	je
vis	VER:pres	vivre
encore	ADV	encore
,	PUN	,
il	PRO:PER	il
t'	PRO:PER	te
en	PRO:PER	en
coûte	VER:pres	coûter
bien	ADV	bien
cher	ADV	cher
.	SENT	.
Seigneur	NAM	Seigneur
,	PUN	,
mon	DET:POS	mon
fils	NOM	fil|fils
est	VER:pres	être
mort	NOM	mort
;	PUN	;
la	DET:ART	le
nature	NOM	nature
effrayée	VER:pper	effrayer|effrayer
N'	ADJ	N'
ose	VER:pres	oser
voir	VER:infi	voir
de	PRP	de
quel	PRO:REL	quel
prix	NOM	prix
votre	DET:POS	votre
vie	NOM	vie
est	VER:pres	être
payée	VER:pper	payer|payer
,	PUN	,
Et	NOM	Et
quand	KON	quand
vous	PRO:PER	vous
le	PRO:PER	le
saurez	VER:pres	saurer
,	PUN	,
si	KON	si
dedans	ADV	dedans
votre	DET:POS	votre
erreur	NOM	erreur
Vous	NAM	Vous
tremblez	VER:pres	trembler
de	PRP	de
pitié	NOM	pitié
,	PUN	,
vous	PRO:PER	vous
tremblerez	VER:futu	trembler
d'	PRP	de
horreur	NOM	horreur
.	SENT	.
Ah	INT	ah
,	PUN	,
quoi	PRO:REL	quoi
que	KON	que
par	PRP	par
le	DET:ART	le
sang	NOM	sang
ta	DET:POS	ton
douleur	NOM	douleur
se	PRO:PER	se
soutienne	VER:subp	soutenir
,	PUN	,
Elle	VER:simp	Elle
ne	ADV	ne
peut	VER:pres	pouvoir
aller	VER:infi	aller
au-delà	ADV	au-delà
de	PRP	de
la	DET:ART	le
mienne	PRO:POS	mien
,	PUN	,
Et	NOM	Et
si	KON	si
par	PRP	par
la	DET:ART	le
vengeance	NOM	vengeance
on	PRO:PER	on
peut	VER:pres	pouvoir
la	PRO:PER	la
soulager	VER:infi	soulager
...	PUN	...
Apprenez	VER:pres	apprendre
donc	ADV	donc
sur	PRP	sur
qui	PRO:REL	qui
mon	DET:POS	mon
fils	NOM	fil|fils
se	PRO:PER	se
doit	VER:pres	devoir
venger	VER:infi	venger
;	PUN	;
Mais	VER:impf	Mais
pour	PRP	pour
voir	VER:infi	voir
dans	PRP	dans
sa	DET:POS	son
mort	NOM	mort
quel	PRO:REL	quel
désespoir	NOM	désespoir
m'	PRO:PER	me
accable	VER:pres	accabler
,	PUN	,
Sachez	NAM	Sachez
auparavant	PRP	auparavant
de	PRP	de
quoi	PRO	quoi
je	PRO:PER	je
fus	VER:simp	être
capable	ADJ	capable
.	SENT	.
Je	PRO:PER	je
vous	PRO:PER	vous
aimai	VER:simp	aimer
,	PUN	,
seigneur	NOM	seigneur
,	PUN	,
et	KON	et
l'	PRO:PER	la|le
on	PRO:PER	on
ne	ADV	ne
vit	VER:pres	vivre
jamais	ADV	jamais
Plus	VER:pper	plaire
de	PRP	de
zèle	NOM	zèle
répondre	VER:infi	répondre
à	PRP	à
de	PRP	de
rares	ADJ	rare
bienfaits	NOM	bienfait
.	SENT	.
Ce	PRO:DEM	ce
zèle	NOM	zèle
dans	PRP	dans
mon	DET:POS	mon
coeur	NOM	cœur
n'	ADV	ne
en	PRO:PER	en
souffrant	VER:ppre	souffrir
aucun	PRO:IND	aucun
autre	ADJ	autre
,	PUN	,
M'	NAM	M'
eut	VER:simp	avoir
fait	VER:pper	faire
cent	NUM	cent
fois	NOM	foi|fois
donner	VER:infi	donner
tout	PRO:IND	tout
mon	DET:POS	mon
sang	NOM	sang
pour	PRP	pour
le	DET:ART	le
vôtre	PRO:POS	vôtre
,	PUN	,
Et	NOM	Et
dans	PRP	dans
vos	DET:POS	votre
intérêts	NOM	intérêt
ma	DET:POS	mon
tendresse	NOM	tendresse
et	KON	et
mes	DET:POS	mon
soins	NOM	soin
En	NAM	En
ont	VER:pres	avoir
peut-être	ADV	peut-être
été	VER:pper	être
de	PRP	de
fidèles	ADJ	fidèle
témoins	NOM	témoin
.	SENT	.
La	DET:ART	le
vertu	NOM	vertu
m'	PRO:PER	me
inspirant	VER:ppre	inspirer
par	PRP	par
de	PRP	de
secrètes	ADJ	secret
flammes	NOM	flamme
,	PUN	,
J'	NAM	J'
eus	VER:simp	avoir
tous	PRO:IND	tout
les	DET:ART	le
sentiments	NOM	sentiment
qui	PRO:REL	qui
font	VER:pres	faire
les	DET:ART	le
grandes	ADJ	grand
âmes	NOM	âme
,	PUN	,
La	DET:ART	le
gloire	NOM	gloire
me	PRO:PER	me
fut	VER:simp	être
chère	ADJ	cher
,	PUN	,
et	KON	et
cent	NUM	cent
nobles	ADJ	noble
exploits	NOM	exploit
Pour	NAM	Pour
en	PRP	en
marquer	VER:infi	marquer
l'	DET:ART	le
ardeur	NOM	ardeur
ne	ADV	ne
manquent	VER:pres	manquer
point	ADV	point
de	PRP	de
voix	NOM	voix
;	PUN	;
Heureux	NAM	Heureux
,	PUN	,
si	ADV	si
du	PRP:det	du
destin	NOM	destin
la	DET:ART	le
jalouse	ADJ	jaloux
puissance	NOM	puissance
M'	ADJ	M'
eut	VER:simp	avoir
épargné	VER:pper	épargner
d'	PRP	de
un	DET:ART	un
fils	NOM	fil|fils
la	DET:ART	le
fatale	ADJ	fatal
naissance	NOM	naissance
.	SENT	.
Par	PRP	par
là	ADV	là
de	PRP	de
ma	DET:POS	mon
vertu	NOM	vertu
sa	DET:POS	son
rigueur	NOM	rigueur
vint	VER:simp	venir
à	PRP	à
bout	NOM	bout
.	SENT	.
Ce	PRO:DEM	ce
fils	NOM	fil|fils
fut	VER:simp	être
une	DET:ART	un
idole	NOM	idole
à	PRP	à
qui	PRO:REL	qui
j'	PRO:PER	je
immolai	VER:simp	immoler
tout	ADV	tout
;	PUN	;
Mon	NAM	Mon
amour	NOM	amour
dans	PRP	dans
ce	PRO:DEM	ce
fils	NOM	fil|fils
,	PUN	,
ou	KON	ou
bien	ADV	bien
plutôt	ADV	plutôt
ma	DET:POS	mon
rage	NOM	rage
,	PUN	,
Du	VER:simp	Du
titre	NOM	titre
de	PRP	de
sujet	NOM	sujet
ne	ADV	ne
pût	VER:subi	pouvoir
souffrir	VER:infi	souffrir
l'	DET:ART	le
outrage	NOM	outrage
,	PUN	,
Et	NOM	Et
sans	PRP	sans
l'	DET:ART	le
en	PRO:PER	en
consulter	VER:infi	consulter
,	PUN	,
mon	DET:POS	mon
ingrate	ADJ	ingrat
fureur	NOM	fureur
Voulut	VER:simp	vouloir
par	PRP	par
votre	DET:POS	votre
perte	NOM	perte
en	PRP	en
faire	VER:infi	faire
un	DET:ART	un
empereur	NOM	empereur
.	SENT	.
J'	PRO:PER	je
en	PRO:PER	en
prononçai	VER:simp	prononcer
l'	DET:ART	le
arrêt	NOM	arrêt
,	PUN	,
et	KON	et
je	PRO:PER	je
la	PRO:PER	la
crûs	VER:simp	croître
certaine	ADJ	certain
.	SENT	.
Jugez	VER:pres	juger
par	PRP	par
cet	PRO:DEM	ce
aveu	NOM	aveu
de	PRP	de
l'	DET:ART	le
excès	NOM	excès
de	PRP	de
ma	DET:POS	mon
peine	NOM	peine
.	SENT	.
Pour	PRP	pour
élever	VER:infi	élever
mon	DET:POS	mon
fils	NOM	fil|fils
au	PRP:det	au
rang	NOM	rang
où	PRO:REL	où
je	PRO:PER	je
vous	PRO:PER	vous
vois	VER:pres	voir
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
trahi	VER:pper	trahir
vos	DET:POS	votre
bien-faits	NOM	bien-faits
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
violé	VER:pper	violer
ma	DET:POS	mon
foi	NOM	foi
;	PUN	;
J'	NAM	J'
ai	VER:pres	avoir
démenti	VER:pper	démentir
mon	DET:POS	mon
sang	NOM	sang
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
pris	VER:pper	prendre
le	DET:ART	le
nom	NOM	nom
de	PRP	de
traître	NOM	traître
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
porté	VER:pper	porter
le	DET:ART	le
poignard	NOM	poignard
dans	PRP	dans
le	DET:ART	le
sein	NOM	sein
de	PRP	de
mon	DET:POS	mon
maître	NOM	maître
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
souillé	VER:pper	souiller
lâchement	ADV	lâchement
la	DET:ART	le
gloire	NOM	gloire
de	PRP	de
mon	DET:POS	mon
sort	NOM	sort
;	PUN	;
Cependant	NAM	Cependant
,	PUN	,
cependant	ADV	cependant
,	PUN	,
seigneur	NOM	seigneur
,	PUN	,
mon	DET:POS	mon
fils	NOM	fil|fils
est	VER:pres	être
mort	VER:pper	mourir
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
méchant	VER:ppre	mécher
?	SENT	?
Pour	PRP	pour
cacher	VER:infi	cacher
une	DET:ART	un
âme	NOM	âme
basse	ADJ	bas
et	KON	et
noire	ADJ	noir
,	PUN	,
Tu	VER:simp	Tu
pus	VER:pper	pouvoir
feindre	VER:infi	feindre
!	SENT	!
Ma	DET:POS	mon
soeur	NOM	sœur
,	PUN	,
oseriez	VER:cond	oser
-vous	PRO:PER	vous
le	PRO:PER	le
croire	VER:infi	croire
,	PUN	,
Et	NOM	Et
pressé	VER:pper	presser
de	PRP	de
douleur	NOM	douleur
,	PUN	,
ne	ADV	ne
vous	PRO:PER	vous
fait-il	NOM	fait-il
pas	ADV	pas
voir	VER:infi	voir
,	PUN	,
Qu'	NOM	Qu'
en	PRP	en
tout	PRO:IND	tout
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
s'	PRO:PER	se
impute	VER:pres	imputer
il	PRO:PER	il
suit	VER:pres	suivre
son	DET:POS	son
désespoir	NOM	désespoir
?	SENT	?
Non	ADV	non
,	PUN	,
non	ADV	non
,	PUN	,
mon	DET:POS	mon
désespoir	NOM	désespoir
ne	ADV	ne
cherche	VER:pres	chercher
point	ADV	point
à	PRP	à
feindre	VER:infi	feindre
,	PUN	,
Ayant	VER:ppre	avoir
perdu	VER:pper	perdre
mon	DET:POS	mon
fils	NOM	fil|fils
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
plus	ADV	plus
rien	ADV	rien
à	PRP	à
craindre	VER:infi	craindre
.	SENT	.
Assez	ADV	assez
des	PRP:det	du
assassins	NOM	assassin
entre	PRP	entre
vos	DET:POS	votre
mains	NOM	main
restez	VER:pres	rester
,	PUN	,
Vous	NAM	Vous
peuvent	VER:pres	pouvoir
confirmer	VER:infi	confirmer
ces	PRO:DEM	ce
dures	ADJ	dur
vérités	NOM	vérité
.	SENT	.
Pour	PRP	pour
couronner	VER:infi	couronner
ce	PRO:DEM	ce
fils	NOM	fil|fils
qui	PRO:REL	qui
n'	ADV	ne
eut	VER:simp	avoir
pu	VER:pper	pouvoir
le	PRO:PER	le
prétendre	VER:infi	prétendre
,	PUN	,
Moi	NOM	moi
seul	ADJ	seul
à	PRP	à
son	DET:POS	son
déçu	ADJ	déçu
je	PRO:PER	je
faisais	VER:impf	faire
entreprendre	VER:infi	entreprendre
.	SENT	.
Voyant	NOM	voyant
qu'	KON	que
au	PRP:det	au
repentir	NOM	repentir
Zénon	NAM	Zénon
avait	VER:impf	avoir
cédé	VER:pper	céder
,	PUN	,
Par	NAM	Par
mon	DET:POS	mon
ordre	NOM	ordre
aussitôt	ADV	aussitôt
Felix	NAM	Felix
l'	PRO:PER	la|le
a	VER:pres	avoir
poignardé	VER:pper	poignarder
,	PUN	,
Sur	NAM	Sur
mon	DET:POS	mon
fils	NOM	fil|fils
par	PRP	par
mon	DET:POS	mon
ordre	NOM	ordre
il	PRO:PER	il
a	VER:pres	avoir
jeté	VER:pper	jeter
le	DET:ART	le
crime	NOM	crime
Qui	NAM	Qui
devait	VER:impf	devoir
cette	PRO:DEM	ce
nuit	NOM	nuit
vous	PRO:PER	vous
faire	VER:infi	faire
sa	DET:POS	son
victime	NOM	victime
,	PUN	,
Et	NOM	Et
de	PRP	de
ma	DET:POS	mon
dureté	NOM	dureté
l'	DET:ART	le
éclat	NOM	éclat
mystérieux	ADJ	mystérieux
,	PUN	,
Le	DET:ART	le
traitant	NOM	traitant
de	PRP	de
coupable	NOM	coupable
,	PUN	,
éblouissait	VER:impf	éblouir
vos	DET:POS	votre
yeux	NOM	œil
.	SENT	.
Inventez	VER:pres	inventer
des	PRP:det	du
tourments	NOM	tourment
,	PUN	,
imaginez	VER:pres	imaginer
des	PRP:det	du
gênes	NOM	gêne
,	PUN	,
Sa	VER:simp	Sa
mort	NOM	mort
passe	VER:pres	passer
pour	PRP	pour
moi	PRO:PER	moi
les	DET:ART	le
plus	ADV	plus
affreuses	ADJ	affreux
peines	NOM	peine
.	SENT	.
De	PRP	de
son	DET:POS	son
père	NOM	père
aujourd'hui	ADV	aujourd'hui
je	PRO:PER	je
me	PRO:PER	me
vois	VER:pres	voir
son	DET:POS	son
bourreau	NOM	bourreau
,	PUN	,
Je	PRO:PER	je
le	PRO:PER	le
voulais	VER:impf	vouloir
au	PRP:det	au
trône	NOM	trône
,	PUN	,
et	KON	et
le	DET:ART	le
mets	NOM	mets
au	PRP:det	au
tombeau	NOM	tombeau
.	SENT	.
Le	DET:ART	le
ciel	NOM	ciel
,	PUN	,
dont	PRO:REL	dont
la	DET:ART	le
puissance	NOM	puissance
à	PRP	à
nos	DET:POS	notre
desseins	NOM	dessein
préside	VER:pres	présider
,	PUN	,
Tourne	NAM	Tourne
contre	PRP	contre
moi	PRO:PER	moi
seul	NOM	seul
mon	DET:POS	mon
lâche	ADJ	lâche
parricide	NOM	parricide
,	PUN	,
Et	VER:ppre	Et
l'	DET:ART	le
avide	ADJ	avide
fureur	NOM	fureur
de	PRP	de
mes	DET:POS	mon
projets	NOM	projet
trahis	VER:simp	trahir
Ne	VER:pper	Ne
me	PRO:PER	me
rend	VER:pres	rendre
criminel	ADJ	criminel
que	KON	que
pour	PRP	pour
perdre	VER:infi	perdre
mon	DET:POS	mon
fils	NOM	fil|fils
.	SENT	.
Après	PRP	après
mes	DET:POS	mon
attentats	NOM	attentat
que	KON	que
j'	PRO:PER	je
ose	VER:pres	oser
vous	PRO:PER	vous
apprendre	VER:infi	apprendre
,	PUN	,
Sachant	VER:ppre	savoir
ce	PRO:DEM	ce
qui	PRO:REL	qui
m'	PRO:PER	me
est	VER:pres	être
dû	VER:pper	devoir
,	PUN	,
seigneur	NOM	seigneur
,	PUN	,
je	PRO:PER	je
vais	VER:pres	aller
l'	PRO:PER	la|le
attendre	VER:infi	attendre
,	PUN	,
Et	NAM	Et
connais	VER:pres	connaître
trop	ADV	trop
encore	ADV	encore
un	DET:ART	un
reste	NOM	reste
de	PRP	de
devoir	NOM	devoir
,	PUN	,
Pour	NAM	Pour
vous	PRO:PER	vous
plus	ADV	plus
exposer	VER:infi	exposer
à	PRP	à
l'	DET:ART	le
horreur	NOM	horreur
de	PRP	de
me	PRO:PER	me
voir	VER:infi	voir
.	SENT	.
Attendant	VER:ppre	attendre
qu'	KON	que
à	PRP	à
loisir	NOM	loisir
on	PRO:PER	on
en	PRO:PER	en
puisse	VER:subp	pouvoir
résoudre	VER:infi	résoudre
,	PUN	,
suivez-le	NOM	suivez-le
,	PUN	,
Marcellin	NAM	Marcellin
.	SENT	.
ma	DET:POS	mon
soeur	NOM	sœur
,	PUN	,
quel	PRO:REL	quel
coup	NOM	coup
de	PRP	de
foudre	NOM	foudre
!	SENT	!
Abîmé	VER:pper	abîmer
tout	ADV	tout
à	PRP	à
coup	NOM	coup
dans	PRP	dans
un	DET:ART	un
gouffre	NOM	gouffre
d'	PRP	de
ennuis	NOM	ennui
,	PUN	,
Abandonné	NAM	Abandonné
,	PUN	,
trahi	VER:pper	trahir
,	PUN	,
sais	VER:pres	savoir
-je	PRO:PER	je
encore	ADV	encore
qui	PRO:REL	qui
je	PRO:PER	je
suis	VER:pres	suivre|être
?	SENT	?
Je	PRO:PER	je
pers	ADJ	pers
Eucherius	NAM	Eucherius
,	PUN	,
et	KON	et
ma	DET:POS	mon
douleur	NOM	douleur
amère	ADJ	amer
,	PUN	,
Cherchant	VER:ppre	chercher
son	DET:POS	son
assassin	NOM	assassin
,	PUN	,
le	PRO:PER	le
trouve	VER:pres	trouver
dans	PRP	dans
son	DET:POS	son
père	NOM	père
.	SENT	.
Ô	INT	ô
rigueur	NOM	rigueur
du	PRP:det	du
destin	NOM	destin
à	PRP	à
ma	DET:POS	mon
peine	NOM	peine
endurci	VER:pper	endurcir
!	SENT	!
C'	PRO:DEM	ce
est	VER:pres	être
le	PRO:PER	le
perdre	VER:infi	perdre
deux	NUM	deux
fois	NOM	foi|fois
que	KON	que
de	PRP	de
le	PRO:PER	le
perdre	VER:infi	perdre
ainsi	ADV	ainsi
.	SENT	.
Dans	PRP	dans
l'	DET:ART	le
arrêt	NOM	arrêt
où	PRO:REL	où
déjà	ADV	déjà
je	PRO:PER	je
me	PRO:PER	me
crois	VER:pres	croire
voir	VER:infi	voir
contraindre	VER:infi	contraindre
,	PUN	,
Tous	NOM	tous
deux	NUM	deux
également	ADV	également
rendent	VER:pres	rendre
mon	DET:POS	mon
sort	NOM	sort
à	PRP	à
plaindre	VER:infi	plaindre
,	PUN	,
Et	VER:infi	Et
je	PRO:PER	je
les	PRO:PER	la|le
vois	VER:pres	voir
tous	PRO:IND	tout
deux	NUM	deux
,	PUN	,
pour	PRP	pour
croître	VER:infi	croître
ma	DET:POS	mon
douleur	NOM	douleur
,	PUN	,
L'	DET:ART	le
un	NOM	un
m'	PRO:PER	me
exposer	VER:infi	exposer
son	DET:POS	son
crime	NOM	crime
,	PUN	,
et	KON	et
l'	DET:ART	le
autre	ADJ	autre
son	DET:POS	son
malheur	NOM	malheur
.	SENT	.
Fut-il	NAM	Fut-il
jamais	ADV	jamais
un	DET:ART	un
mal	NOM	mal
comme	KON	comme
le	DET:ART	le
mien	PRO:POS	mien
extrême	ADJ	extrême
?	SENT	?
Je	PRO:PER	je
chéris	VER:pres	chérir
Stilicon	NAM	Stilicon
à	PRP	à
l'	DET:ART	le
égal	ADJ	égal
de	PRP	de
moi	NOM	moi
-même	ADJ	même
,	PUN	,
Et	NOM	Et
de	PRP	de
cette	PRO:DEM	ce
tendresse	NOM	tendresse
où	PRO:REL	où
vole	VER:pres	voler
tout	ADV	tout
mon	DET:POS	mon
coeur	NOM	cœur
,	PUN	,
Au	VER:simp	Au
seul	ADJ	seul
Eucherius	NAM	Eucherius
je	PRO:PER	je
partage	VER:pres	partager
l'	DET:ART	le
ardeur	NOM	ardeur
.	SENT	.
Plein	ADJ	plein
de	PRP	de
ces	PRO:DEM	ce
sentiments	NOM	sentiment
,	PUN	,
un	DET:ART	un
revers	NOM	revers
effroyable	ADJ	effroyable
Me	ABR	Me
fait	VER:pper	faire
voir	VER:infi	voir
le	DET:ART	le
fils	NOM	fil|fils
mort	ADJ	mort
,	PUN	,
et	KON	et
le	DET:ART	le
père	NOM	père
coupable	ADJ	coupable
,	PUN	,
Et	VER:ppre	Et
sa	DET:POS	son
fatalité	NOM	fatalité
qu'	KON	que
on	PRO:PER	on
n'	ADV	ne
a	VER:pres	avoir
su	VER:pper	savoir
prévenir	VER:infi	prévenir
,	PUN	,
Quand	NAM	Quand
j'	PRO:PER	je
ai	VER:pres	avoir
l'	DET:ART	le
un	NOM	un
à	PRP	à
pleurer	VER:infi	pleurer
,	PUN	,
m'	PRO:PER	me
offre	VER:pres	offrir
l'	DET:ART	le
autre	ADJ	autre
à	PRP	à
punir	VER:infi	punir
.	SENT	.
Ô	INT	ô
toi	PRO:PER	toi
,	PUN	,
dont	PRO:REL	dont
la	DET:ART	le
vertu	NOM	vertu
toujours	ADV	toujours
brillante	ADJ	brillant
et	KON	et
pure	ADJ	pur
,	PUN	,
Presse	NOM	presse
mon	DET:POS	mon
amitié	NOM	amitié
de	PRP	de
venger	VER:infi	venger
ton	DET:POS	ton
injure	NOM	injure
,	PUN	,
D'	NOM	D'
un	DET:ART	un
si	ADV	si
cruel	ADJ	cruel
devoir	NOM	devoir
daigne	VER:pres	daigner
me	PRO:PER	me
dispenser	VER:infi	dispenser
,	PUN	,
Ou	VER:subi	Ou
me	PRO:PER	me
donne	VER:pres	donner
du	PRP:det	du
sang	NOM	sang
que	PRO:REL	que
je	PRO:PER	je
puisse	VER:subp	pouvoir
verser	VER:infi	verser
.	SENT	.
Si	KON	si
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
criminel	NOM	criminel
qui	PRO:REL	qui
te	PRO:PER	te
doit	VER:pres	devoir
satisfaire	VER:infi	satisfaire
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
trouve	VER:pres	trouver
à	PRP	à
t'	PRO:PER	te
offrir	VER:infi	offrir
que	KON	que
celui	PRO:DEM	celui
de	PRP	de
ton	DET:POS	ton
père	NOM	père
,	PUN	,
Et	VER:ppre	Et
son	DET:POS	son
crime	NOM	crime
à	PRP	à
punir	VER:infi	punir
dans	PRP	dans
ton	DET:POS	ton
funeste	ADJ	funeste
sort	NOM	sort
,	PUN	,
Passe	VER:subi	Passe
toute	PRO:IND	tout
l'	DET:ART	le
horreur	NOM	horreur
où	PRO:REL	où
me	PRO:PER	me
plonge	VER:pres	plonger
ta	DET:POS	ton
mort	NOM	mort
.	SENT	.
Ah	INT	ah
,	PUN	,
que	KON	que
n'	ADV	ne
a-t	ADJ	a-t
-on	PRO:PER	on
souffert	VER:pper	souffrir
qu'	KON	que
aux	PRP:det	au
dépens	NOM	dépens
de	PRP	de
ma	DET:POS	mon
vie	NOM	vie
Un	VER:futu	Un
coupable	ADJ	coupable
si	KON	si
cher	ADJ	cher
assouvit	VER:pres	assouvir
